Date,SKU,Category,Price,Sales,Stock,Promotion
2025-01-01,SKU006,Vegetables,19.61,90,90,0
2025-01-02,SKU006,Vegetables,19.62,90,90,0
2025-01-03,SKU006,Vegetables,20.54,74,106,0
2025-01-04,SKU006,Vegetables,19.82,99,81,0
2025-01-05,SKU006,Vegetables,20.04,97,83,0
2025-01-06,SKU006,Vegetables,19.64,102,78,1
2025-01-07,SKU006,Vegetables,20.45,104,76,0
2025-01-08,SKU006,Vegetables,20.95,86,94,0
2025-01-09,SKU006,Vegetables,20.87,97,83,0
2025-01-10,SKU006,Vegetables,19.93,91,89,0
2025-01-11,SKU006,Vegetables,19.82,78,102,0
2025-01-12,SKU006,Vegetables,20.27,73,107,0
2025-01-13,SKU006,Vegetables,20.69,72,108,0
2025-01-14,SKU006,Vegetables,19.78,94,86,1
2025-01-15,SKU006,Vegetables,19.15,101,79,0
2025-01-16,SKU006,Vegetables,19.57,103,77,0
2025-01-17,SKU006,Vegetables,20.17,74,106,0
2025-01-18,SKU006,Vegetables,19.83,81,99,0
2025-01-19,SKU006,Vegetables,19.27,73,107,0
2025-01-20,SKU006,Vegetables,19.15,76,104,0
2025-01-21,SKU006,Vegetables,19.12,106,74,1
2025-01-22,SKU006,Vegetables,20.19,125,55,1
2025-01-23,SKU006,Vegetables,19.22,112,68,1
2025-01-24,SKU006,Vegetables,19.64,131,49,1
2025-01-25,SKU006,Vegetables,19.78,131,49,1
2025-01-26,SKU006,Vegetables,20.52,103,77,0
2025-01-27,SKU006,Vegetables,20.86,120,60,1
2025-01-28,SKU006,Vegetables,19.69,109,71,1
2025-01-29,SKU006,Vegetables,19.07,88,92,0
2025-01-30,SKU006,Vegetables,20.31,80,100,0
2025-01-31,SKU006,Vegetables,19.59,106,74,0
2025-02-01,SKU006,Vegetables,19.27,104,76,0
2025-02-02,SKU006,Vegetables,20.19,73,107,0
2025-02-03,SKU006,Vegetables,20.38,102,78,0
2025-02-04,SKU006,Vegetables,19.68,98,82,0
2025-02-05,SKU006,Vegetables,19.48,75,105,0
2025-02-06,SKU006,Vegetables,19.44,78,102,0
2025-02-07,SKU006,Vegetables,19.17,86,94,0
2025-02-08,SKU006,Vegetables,19.32,103,77,0
2025-02-09,SKU006,Vegetables,20.38,96,84,1
2025-02-10,SKU006,Vegetables,19.16,96,84,0
2025-02-11,SKU006,Vegetables,19.26,73,107,0
2025-02-12,SKU006,Vegetables,19.48,107,73,0
2025-02-13,SKU006,Vegetables,20.43,131,49,1
2025-02-14,SKU006,Vegetables,19.4,96,84,0
2025-02-15,SKU006,Vegetables,20.43,104,76,0
2025-02-16,SKU006,Vegetables,19.86,105,75,1
2025-02-17,SKU006,Vegetables,19.01,138,42,1
2025-02-18,SKU006,Vegetables,20.38,125,55,1
2025-02-19,SKU006,Vegetables,19.79,97,83,0
2025-02-20,SKU006,Vegetables,20.29,104,76,0
2025-02-21,SKU006,Vegetables,20.61,91,89,0
2025-02-22,SKU006,Vegetables,19.05,95,85,0
2025-02-23,SKU006,Vegetables,19.14,100,80,0
2025-02-24,SKU006,Vegetables,19.8,77,103,0
2025-02-25,SKU006,Vegetables,19.42,137,43,1
2025-02-26,SKU006,Vegetables,19.05,76,104,0
2025-02-27,SKU006,Vegetables,20.02,107,73,0
2025-02-28,SKU006,Vegetables,20.92,116,64,1
2025-03-01,SKU006,Vegetables,20.27,122,58,1
2025-03-02,SKU006,Vegetables,19.59,129,51,1
2025-03-03,SKU006,Vegetables,19.24,79,101,0
2025-03-04,SKU006,Vegetables,20.18,90,90,0
2025-03-05,SKU006,Vegetables,20.92,85,95,0
2025-03-06,SKU006,Vegetables,19.54,132,48,1
2025-03-07,SKU006,Vegetables,19.37,85,95,0
2025-03-08,SKU006,Vegetables,20.91,74,106,0
2025-03-09,SKU006,Vegetables,20.46,107,73,0
2025-03-10,SKU006,Vegetables,19.92,86,94,0
2025-03-11,SKU006,Vegetables,19.21,95,85,0
2025-03-12,SKU006,Vegetables,19.88,94,86,0
2025-03-13,SKU006,Vegetables,19.92,110,70,1
2025-03-14,SKU006,Vegetables,19.56,123,57,1
2025-03-15,SKU006,Vegetables,19.56,133,47,1
2025-03-16,SKU006,Vegetables,20.78,78,102,0
2025-03-17,SKU006,Vegetables,20.18,97,83,0
2025-03-18,SKU006,Vegetables,19.44,73,107,0
2025-03-19,SKU006,Vegetables,20.64,93,87,1
2025-03-20,SKU006,Vegetables,20.8,74,106,0
2025-03-21,SKU006,Vegetables,19.74,93,87,0
2025-03-22,SKU006,Vegetables,19.77,95,85,1
2025-03-23,SKU006,Vegetables,19.52,79,101,0
2025-03-24,SKU006,Vegetables,19.26,130,50,1
2025-03-25,SKU006,Vegetables,20.71,87,93,0
2025-03-26,SKU006,Vegetables,20.48,100,80,1
2025-03-27,SKU006,Vegetables,19.46,82,98,0
2025-03-28,SKU006,Vegetables,19.54,89,91,0
2025-03-29,SKU006,Vegetables,19.18,125,55,1
2025-03-30,SKU006,Vegetables,20.64,102,78,0
2025-03-31,SKU006,Vegetables,19.25,86,94,0
2025-04-01,SKU006,Vegetables,20.29,107,73,0
2025-04-02,SKU006,Vegetables,20.16,77,103,0
2025-04-03,SKU006,Vegetables,19.09,77,103,0
2025-04-04,SKU006,Vegetables,20.51,101,79,1
2025-04-05,SKU006,Vegetables,20.99,95,85,1
2025-04-06,SKU006,Vegetables,20.03,99,81,0
2025-04-07,SKU006,Vegetables,20.08,106,74,1
2025-04-08,SKU006,Vegetables,20.61,139,41,1
2025-04-09,SKU006,Vegetables,20.46,103,77,0
2025-04-10,SKU006,Vegetables,19.1,117,63,1
2025-04-11,SKU006,Vegetables,20.47,86,94,0
2025-04-12,SKU006,Vegetables,19.85,84,96,0
2025-04-13,SKU006,Vegetables,20.89,98,82,1
2025-04-14,SKU006,Vegetables,20.45,72,108,0
2025-04-15,SKU006,Vegetables,20.49,98,82,0
2025-04-16,SKU006,Vegetables,20.85,75,105,0
2025-04-17,SKU006,Vegetables,20.88,103,77,0
2025-04-18,SKU006,Vegetables,19.48,110,70,1
2025-04-19,SKU006,Vegetables,20.38,79,101,0
2025-04-20,SKU006,Vegetables,19.78,100,80,0
2025-04-21,SKU006,Vegetables,19.97,72,108,0
2025-04-22,SKU006,Vegetables,19.54,79,101,0
2025-04-23,SKU006,Vegetables,20.52,78,102,0
2025-04-24,SKU006,Vegetables,20.72,140,40,1
2025-04-25,SKU006,Vegetables,19.46,93,87,0
2025-04-26,SKU006,Vegetables,19.91,96,84,0
2025-04-27,SKU006,Vegetables,20.73,103,77,0
2025-04-28,SKU006,Vegetables,20.95,99,81,0
2025-04-29,SKU006,Vegetables,19.55,89,91,0
2025-04-30,SKU006,Vegetables,19.91,99,81,0
2025-05-01,SKU006,Vegetables,20.11,102,78,0
2025-05-02,SKU006,Vegetables,19.97,87,93,0
2025-05-03,SKU006,Vegetables,19.35,85,95,0
2025-05-04,SKU006,Vegetables,20.48,106,74,1
2025-05-05,SKU006,Vegetables,20.32,99,81,0
2025-05-06,SKU006,Vegetables,20.19,87,93,0
2025-05-07,SKU006,Vegetables,20.06,75,105,0
2025-05-08,SKU006,Vegetables,19.93,89,91,0
2025-05-09,SKU006,Vegetables,19.71,91,89,0
2025-05-10,SKU006,Vegetables,20.83,123,57,1
2025-05-11,SKU006,Vegetables,20.46,84,96,0
2025-05-12,SKU006,Vegetables,20.32,93,87,0
2025-05-13,SKU006,Vegetables,19.75,119,61,1
2025-05-14,SKU006,Vegetables,19.72,86,94,0
2025-05-15,SKU006,Vegetables,20.95,130,50,1
2025-05-16,SKU006,Vegetables,19.25,107,73,0
2025-05-17,SKU006,Vegetables,19.03,74,106,0
2025-05-18,SKU006,Vegetables,20.36,106,74,0
2025-05-19,SKU006,Vegetables,20.08,102,78,0
2025-05-20,SKU006,Vegetables,19.26,92,88,0
2025-05-21,SKU006,Vegetables,19.08,116,64,1
2025-05-22,SKU006,Vegetables,19.5,99,81,1
2025-05-23,SKU006,Vegetables,19.8,84,96,0
2025-05-24,SKU006,Vegetables,19.95,94,86,0
2025-05-25,SKU006,Vegetables,20.2,104,76,0
2025-05-26,SKU006,Vegetables,19.16,87,93,0
2025-05-27,SKU006,Vegetables,19.59,97,83,1
2025-05-28,SKU006,Vegetables,19.47,75,105,0
2025-05-29,SKU006,Vegetables,20.38,77,103,0
2025-05-30,SKU006,Vegetables,19.05,84,96,0
2025-05-31,SKU006,Vegetables,20.04,104,76,0
2025-06-01,SKU006,Vegetables,19.03,123,57,1
2025-06-02,SKU006,Vegetables,19.82,79,101,0
2025-06-03,SKU006,Vegetables,20.69,102,78,1
2025-06-04,SKU006,Vegetables,19.66,124,56,1
2025-06-05,SKU006,Vegetables,19.21,102,78,0
2025-06-06,SKU006,Vegetables,20.01,117,63,1
2025-06-07,SKU006,Vegetables,20.83,102,78,0
2025-06-08,SKU006,Vegetables,19.02,130,50,1
2025-06-09,SKU006,Vegetables,20.75,104,76,0
2025-06-10,SKU006,Vegetables,20.82,131,49,1
2025-06-11,SKU006,Vegetables,20.9,77,103,0
2025-06-12,SKU006,Vegetables,20.2,97,83,0
2025-06-13,SKU006,Vegetables,20.93,79,101,0
2025-06-14,SKU006,Vegetables,20.82,92,88,0
2025-06-15,SKU006,Vegetables,20.93,97,83,0
2025-06-16,SKU006,Vegetables,19.24,108,72,1
2025-06-17,SKU006,Vegetables,19.52,73,107,0
2025-06-18,SKU006,Vegetables,19.88,81,99,0
2025-06-19,SKU006,Vegetables,20.54,74,106,0
2025-06-20,SKU006,Vegetables,19.91,89,91,0
2025-06-21,SKU006,Vegetables,20.3,135,45,1
2025-06-22,SKU006,Vegetables,20.77,97,83,1
2025-06-23,SKU006,Vegetables,20.6,87,93,0
2025-06-24,SKU006,Vegetables,20.38,95,85,0
2025-06-25,SKU006,Vegetables,19.58,88,92,0
2025-06-26,SKU006,Vegetables,19.94,93,87,0
2025-06-27,SKU006,Vegetables,19.17,77,103,0
2025-06-28,SKU006,Vegetables,19.34,107,73,0
2025-06-29,SKU006,Vegetables,19.89,106,74,0
2025-06-30,SKU006,Vegetables,19.71,83,97,0
2025-07-01,SKU006,Vegetables,19.7,94,86,0
2025-07-02,SKU006,Vegetables,19.66,96,84,0
2025-07-03,SKU006,Vegetables,20.01,83,97,0
2025-07-04,SKU006,Vegetables,19.29,103,77,0
2025-07-05,SKU006,Vegetables,20.39,98,82,0
2025-07-06,SKU006,Vegetables,19.71,96,84,0
2025-07-07,SKU006,Vegetables,19.88,109,71,1
2025-07-08,SKU006,Vegetables,20.35,102,78,0
2025-07-09,SKU006,Vegetables,20.0,104,76,0
2025-07-10,SKU006,Vegetables,19.38,82,98,0
2025-07-11,SKU006,Vegetables,20.35,107,73,0
2025-07-12,SKU006,Vegetables,20.25,77,103,0
2025-07-13,SKU006,Vegetables,19.68,107,73,0
2025-07-14,SKU006,Vegetables,20.77,86,94,0
2025-07-15,SKU006,Vegetables,20.46,80,100,0
2025-07-16,SKU006,Vegetables,20.83,84,96,0
2025-07-17,SKU006,Vegetables,20.55,96,84,0
2025-07-18,SKU006,Vegetables,19.62,85,95,0
2025-07-19,SKU006,Vegetables,20.13,105,75,0
2025-07-20,SKU006,Vegetables,19.26,91,89,0
2025-07-21,SKU006,Vegetables,19.21,90,90,0
2025-07-22,SKU006,Vegetables,19.65,91,89,0
2025-07-23,SKU006,Vegetables,19.99,74,106,0
2025-07-24,SKU006,Vegetables,19.82,105,75,0
2025-07-25,SKU006,Vegetables,19.81,107,73,0
2025-07-26,SKU006,Vegetables,19.49,102,78,0
2025-07-27,SKU006,Vegetables,19.24,107,73,0
2025-07-28,SKU006,Vegetables,20.24,95,85,0
2025-07-29,SKU006,Vegetables,20.74,87,93,0
2025-07-30,SKU006,Vegetables,20.45,120,60,1
2025-07-31,SKU006,Vegetables,19.55,107,73,0
2025-08-01,SKU006,Vegetables,20.48,101,79,0
2025-08-02,SKU006,Vegetables,19.66,108,72,1
2025-08-03,SKU006,Vegetables,20.11,76,104,0
2025-08-04,SKU006,Vegetables,20.08,74,106,0
2025-08-05,SKU006,Vegetables,19.74,72,108,0
2025-08-06,SKU006,Vegetables,19.05,132,48,1
2025-08-07,SKU006,Vegetables,19.73,73,107,0
2025-08-08,SKU006,Vegetables,19.94,73,107,0
2025-08-09,SKU006,Vegetables,19.4,85,95,0
2025-08-10,SKU006,Vegetables,20.8,104,76,0
2025-08-11,SKU006,Vegetables,20.27,105,75,1
2025-08-12,SKU006,Vegetables,20.86,119,61,1
2025-08-13,SKU006,Vegetables,20.89,72,108,0
2025-08-14,SKU006,Vegetables,20.95,104,76,1
2025-08-15,SKU006,Vegetables,20.92,83,97,0
2025-08-16,SKU006,Vegetables,19.39,103,77,1
2025-08-17,SKU006,Vegetables,20.26,81,99,0
2025-08-18,SKU006,Vegetables,19.41,110,70,1
2025-08-19,SKU006,Vegetables,19.76,104,76,0
2025-08-20,SKU006,Vegetables,19.27,80,100,0
2025-08-21,SKU006,Vegetables,20.5,101,79,0
2025-08-22,SKU006,Vegetables,20.07,72,108,0
2025-08-23,SKU006,Vegetables,19.53,114,66,1
2025-08-24,SKU006,Vegetables,19.07,89,91,0
2025-08-25,SKU006,Vegetables,20.67,73,107,0
2025-08-26,SKU006,Vegetables,19.14,82,98,0
2025-08-27,SKU006,Vegetables,20.04,115,65,1
2025-08-28,SKU006,Vegetables,20.19,111,69,1
2025-08-29,SKU006,Vegetables,20.13,97,83,0
2025-08-30,SKU006,Vegetables,20.34,103,77,0
2025-08-31,SKU006,Vegetables,19.6,98,82,1
2025-09-01,SKU006,Vegetables,20.67,107,73,1
2025-09-02,SKU006,Vegetables,19.1,81,99,0
2025-09-03,SKU006,Vegetables,19.99,92,88,0
2025-09-04,SKU006,Vegetables,19.32,104,76,0
2025-09-05,SKU006,Vegetables,19.2,83,97,0
2025-09-06,SKU006,Vegetables,20.22,112,68,1
2025-09-07,SKU006,Vegetables,19.84,106,74,0
2025-09-08,SKU006,Vegetables,19.57,104,76,1
2025-09-09,SKU006,Vegetables,20.56,81,99,0
2025-09-10,SKU006,Vegetables,20.16,97,83,0
2025-09-11,SKU006,Vegetables,19.38,94,86,0
2025-09-12,SKU006,Vegetables,19.65,94,86,0
2025-09-13,SKU006,Vegetables,20.29,96,84,0
2025-09-14,SKU006,Vegetables,19.83,96,84,0
2025-09-15,SKU006,Vegetables,19.19,87,93,0
2025-09-16,SKU006,Vegetables,19.52,103,77,0
2025-09-17,SKU006,Vegetables,19.68,105,75,0
2025-09-18,SKU006,Vegetables,19.51,105,75,0
2025-09-19,SKU006,Vegetables,20.66,89,91,0
2025-09-20,SKU006,Vegetables,20.31,85,95,0
2025-09-21,SKU006,Vegetables,19.26,130,50,1
2025-09-22,SKU006,Vegetables,20.02,93,87,0
2025-09-23,SKU006,Vegetables,19.55,73,107,0
2025-09-24,SKU006,Vegetables,19.42,88,92,0
2025-09-25,SKU006,Vegetables,20.65,80,100,0
2025-09-26,SKU006,Vegetables,19.67,80,100,0
2025-09-27,SKU006,Vegetables,20.9,98,82,0
2025-09-28,SKU006,Vegetables,20.46,80,100,0
2025-09-29,SKU006,Vegetables,19.61,105,75,0
2025-09-30,SKU006,Vegetables,19.47,98,82,0
2025-10-01,SKU006,Vegetables,19.25,74,106,0
2025-10-02,SKU006,Vegetables,20.41,100,80,0
2025-10-03,SKU006,Vegetables,20.31,85,95,0
2025-10-04,SKU006,Vegetables,20.24,123,57,1
2025-10-05,SKU006,Vegetables,19.25,135,45,1
2025-10-06,SKU006,Vegetables,19.56,91,89,0
2025-10-07,SKU006,Vegetables,20.95,83,97,0
2025-10-08,SKU006,Vegetables,20.55,92,88,0
2025-10-09,SKU006,Vegetables,20.13,102,78,0
2025-10-10,SKU006,Vegetables,19.17,95,85,0
2025-10-11,SKU006,Vegetables,19.0,93,87,0
2025-10-12,SKU006,Vegetables,19.27,103,77,0
2025-10-13,SKU006,Vegetables,20.84,104,76,0
2025-10-14,SKU006,Vegetables,20.06,84,96,0
2025-10-15,SKU006,Vegetables,19.55,103,77,0
2025-10-16,SKU006,Vegetables,20.07,79,101,0
2025-10-17,SKU006,Vegetables,19.63,75,105,0
2025-10-18,SKU006,Vegetables,20.05,125,55,1
2025-10-19,SKU006,Vegetables,19.3,75,105,0
2025-10-20,SKU006,Vegetables,20.95,80,100,0
2025-10-21,SKU006,Vegetables,19.83,129,51,1
2025-10-22,SKU006,Vegetables,20.01,93,87,0
2025-10-23,SKU006,Vegetables,19.84,92,88,0
2025-10-24,SKU006,Vegetables,19.64,92,88,0
2025-10-25,SKU006,Vegetables,20.19,77,103,0
2025-10-26,SKU006,Vegetables,20.29,102,78,0
2025-10-27,SKU006,Vegetables,19.75,105,75,0
2025-10-28,SKU006,Vegetables,19.21,101,79,0
2025-10-29,SKU006,Vegetables,19.79,92,88,0
