Date,SKU,Category,Price,Sales,Stock,Promotion
2025-01-01,SKU010,Clothing,50.46,49,71,0
2025-01-02,SKU010,Clothing,47.73,55,65,0
2025-01-03,SKU010,Clothing,51.94,59,61,0
2025-01-04,SKU010,Clothing,51.96,60,60,0
2025-01-05,SKU010,Clothing,47.76,54,66,0
2025-01-06,SKU010,Clothing,52.18,51,69,0
2025-01-07,SKU010,Clothing,47.53,51,69,0
2025-01-08,SKU010,Clothing,50.73,52,68,0
2025-01-09,SKU010,Clothing,49.3,55,65,0
2025-01-10,SKU010,Clothing,50.61,50,70,0
2025-01-11,SKU010,Clothing,49.6,53,67,0
2025-01-12,SKU010,Clothing,52.2,61,59,0
2025-01-13,SKU010,Clothing,51.25,67,53,0
2025-01-14,SKU010,Clothing,50.86,66,54,0
2025-01-15,SKU010,Clothing,49.38,50,70,0
2025-01-16,SKU010,Clothing,52.35,60,60,0
2025-01-17,SKU010,Clothing,52.25,85,35,1
2025-01-18,SKU010,Clothing,49.75,51,69,0
2025-01-19,SKU010,Clothing,52.02,56,64,0
2025-01-20,SKU010,Clothing,48.46,48,72,0
2025-01-21,SKU010,Clothing,47.68,54,66,0
2025-01-22,SKU010,Clothing,50.73,61,59,0
2025-01-23,SKU010,Clothing,51.35,52,68,0
2025-01-24,SKU010,Clothing,48.12,85,35,1
2025-01-25,SKU010,Clothing,52.03,62,58,0
2025-01-26,SKU010,Clothing,51.1,63,57,0
2025-01-27,SKU010,Clothing,49.75,65,55,1
2025-01-28,SKU010,Clothing,50.4,63,57,0
2025-01-29,SKU010,Clothing,51.81,70,50,0
2025-01-30,SKU010,Clothing,47.57,65,55,1
2025-01-31,SKU010,Clothing,50.67,54,66,0
2025-02-01,SKU010,Clothing,48.33,65,55,0
2025-02-02,SKU010,Clothing,48.73,67,53,0
2025-02-03,SKU010,Clothing,52.08,48,72,0
2025-02-04,SKU010,Clothing,51.85,48,72,0
2025-02-05,SKU010,Clothing,48.59,70,50,0
2025-02-06,SKU010,Clothing,50.98,51,69,0
2025-02-07,SKU010,Clothing,49.9,62,58,0
2025-02-08,SKU010,Clothing,47.53,54,66,0
2025-02-09,SKU010,Clothing,51.25,66,54,1
2025-02-10,SKU010,Clothing,52.42,57,63,0
2025-02-11,SKU010,Clothing,47.82,61,59,0
2025-02-12,SKU010,Clothing,47.67,49,71,0
2025-02-13,SKU010,Clothing,47.91,49,71,0
2025-02-14,SKU010,Clothing,52.44,48,72,0
2025-02-15,SKU010,Clothing,49.3,62,58,0
2025-02-16,SKU010,Clothing,50.43,89,31,1
2025-02-17,SKU010,Clothing,48.51,64,56,0
2025-02-18,SKU010,Clothing,51.85,66,54,0
2025-02-19,SKU010,Clothing,49.4,68,52,0
2025-02-20,SKU010,Clothing,51.52,60,60,0
2025-02-21,SKU010,Clothing,51.7,69,51,0
2025-02-22,SKU010,Clothing,49.64,65,55,0
2025-02-23,SKU010,Clothing,50.29,65,55,0
2025-02-24,SKU010,Clothing,51.41,84,36,1
2025-02-25,SKU010,Clothing,48.37,64,56,0
2025-02-26,SKU010,Clothing,50.6,63,57,0
2025-02-27,SKU010,Clothing,49.34,57,63,0
2025-02-28,SKU010,Clothing,49.38,57,63,0
2025-03-01,SKU010,Clothing,47.86,48,72,0
2025-03-02,SKU010,Clothing,51.49,71,49,1
2025-03-03,SKU010,Clothing,51.71,65,55,0
2025-03-04,SKU010,Clothing,51.13,71,49,0
2025-03-05,SKU010,Clothing,49.46,57,63,0
2025-03-06,SKU010,Clothing,49.14,58,62,0
2025-03-07,SKU010,Clothing,51.86,68,52,0
2025-03-08,SKU010,Clothing,47.83,59,61,0
2025-03-09,SKU010,Clothing,48.63,54,66,0
2025-03-10,SKU010,Clothing,48.32,55,65,0
2025-03-11,SKU010,Clothing,51.49,57,63,0
2025-03-12,SKU010,Clothing,51.91,58,62,0
2025-03-13,SKU010,Clothing,49.75,65,55,0
2025-03-14,SKU010,Clothing,51.44,63,57,0
2025-03-15,SKU010,Clothing,51.86,50,70,0
2025-03-16,SKU010,Clothing,50.49,65,55,1
2025-03-17,SKU010,Clothing,50.67,49,71,0
2025-03-18,SKU010,Clothing,48.07,56,64,0
2025-03-19,SKU010,Clothing,48.11,58,62,0
2025-03-20,SKU010,Clothing,49.22,65,55,0
2025-03-21,SKU010,Clothing,50.73,63,57,0
2025-03-22,SKU010,Clothing,49.07,90,30,1
2025-03-23,SKU010,Clothing,49.94,57,63,0
2025-03-24,SKU010,Clothing,50.44,74,46,1
2025-03-25,SKU010,Clothing,50.94,65,55,0
2025-03-26,SKU010,Clothing,49.54,49,71,0
2025-03-27,SKU010,Clothing,49.29,63,57,0
2025-03-28,SKU010,Clothing,51.03,49,71,0
2025-03-29,SKU010,Clothing,52.25,64,56,0
2025-03-30,SKU010,Clothing,51.19,55,65,0
2025-03-31,SKU010,Clothing,51.37,66,54,0
2025-04-01,SKU010,Clothing,48.73,59,61,0
2025-04-02,SKU010,Clothing,51.04,64,56,1
2025-04-03,SKU010,Clothing,52.26,71,49,0
2025-04-04,SKU010,Clothing,47.55,56,64,0
2025-04-05,SKU010,Clothing,50.32,56,64,0
2025-04-06,SKU010,Clothing,50.46,52,68,0
2025-04-07,SKU010,Clothing,49.02,55,65,0
2025-04-08,SKU010,Clothing,52.26,49,71,0
2025-04-09,SKU010,Clothing,52.24,59,61,0
2025-04-10,SKU010,Clothing,48.95,68,52,0
2025-04-11,SKU010,Clothing,50.86,63,57,0
2025-04-12,SKU010,Clothing,47.88,70,50,0
2025-04-13,SKU010,Clothing,50.41,54,66,0
2025-04-14,SKU010,Clothing,48.74,53,67,0
2025-04-15,SKU010,Clothing,51.44,58,62,0
2025-04-16,SKU010,Clothing,51.57,83,37,1
2025-04-17,SKU010,Clothing,49.7,62,58,0
2025-04-18,SKU010,Clothing,50.58,79,41,1
2025-04-19,SKU010,Clothing,50.64,64,56,0
2025-04-20,SKU010,Clothing,49.38,67,53,0
2025-04-21,SKU010,Clothing,48.2,64,56,0
2025-04-22,SKU010,Clothing,51.61,63,57,0
2025-04-23,SKU010,Clothing,47.69,64,56,0
2025-04-24,SKU010,Clothing,48.66,48,72,0
2025-04-25,SKU010,Clothing,50.47,49,71,0
2025-04-26,SKU010,Clothing,49.94,57,63,0
2025-04-27,SKU010,Clothing,51.74,49,71,0
2025-04-28,SKU010,Clothing,50.87,49,71,0
