Date,SKU,Category,Price,Sales,Stock,Promotion
2025-01-01,SKU005,Fruits,33.99,113,87,1
2025-01-02,SKU005,Fruits,36.43,90,110,0
2025-01-03,SKU005,Fruits,36.1,108,92,0
2025-01-04,SKU005,Fruits,35.03,116,84,0
2025-01-05,SKU005,Fruits,34.43,117,83,0
2025-01-06,SKU005,Fruits,35.13,83,117,0
2025-01-07,SKU005,Fruits,35.47,121,79,1
2025-01-08,SKU005,Fruits,34.54,90,110,0
2025-01-09,SKU005,Fruits,34.36,112,88,1
2025-01-10,SKU005,Fruits,33.58,103,97,0
2025-01-11,SKU005,Fruits,36.62,113,87,0
2025-01-12,SKU005,Fruits,34.77,95,105,0
2025-01-13,SKU005,Fruits,35.64,82,118,0
2025-01-14,SKU005,Fruits,36.14,92,108,0
2025-01-15,SKU005,Fruits,33.6,83,117,0
2025-01-16,SKU005,Fruits,35.29,118,82,0
2025-01-17,SKU005,Fruits,33.91,98,102,0
2025-01-18,SKU005,Fruits,36.2,147,53,1
2025-01-19,SKU005,Fruits,35.21,115,85,0
2025-01-20,SKU005,Fruits,34.4,105,95,0
2025-01-21,SKU005,Fruits,33.54,114,86,0
2025-01-22,SKU005,Fruits,34.4,84,116,0
2025-01-23,SKU005,Fruits,35.09,96,104,0
2025-01-24,SKU005,Fruits,33.72,82,118,0
2025-01-25,SKU005,Fruits,35.08,94,106,0
2025-01-26,SKU005,Fruits,35.85,81,119,0
2025-01-27,SKU005,Fruits,35.39,80,120,0
2025-01-28,SKU005,Fruits,34.64,101,99,0
2025-01-29,SKU005,Fruits,36.39,88,112,0
2025-01-30,SKU005,Fruits,33.61,111,89,0
2025-01-31,SKU005,Fruits,34.68,102,98,0
2025-02-01,SKU005,Fruits,36.15,88,112,0
2025-02-02,SKU005,Fruits,34.0,81,119,0
2025-02-03,SKU005,Fruits,35.81,145,55,1
2025-02-04,SKU005,Fruits,33.67,83,117,0
2025-02-05,SKU005,Fruits,34.71,96,104,0
2025-02-06,SKU005,Fruits,35.04,89,111,0
2025-02-07,SKU005,Fruits,36.08,138,62,1
2025-02-08,SKU005,Fruits,35.63,104,96,0
2025-02-09,SKU005,Fruits,36.51,84,116,0
2025-02-10,SKU005,Fruits,36.03,107,93,0
2025-02-11,SKU005,Fruits,36.21,110,90,0
2025-02-12,SKU005,Fruits,33.39,99,101,0
2025-02-13,SKU005,Fruits,35.14,108,92,0
2025-02-14,SKU005,Fruits,36.74,118,82,0
2025-02-15,SKU005,Fruits,35.46,109,91,0
2025-02-16,SKU005,Fruits,35.07,93,107,0
2025-02-17,SKU005,Fruits,33.77,119,81,0
2025-02-18,SKU005,Fruits,35.25,105,95,1
2025-02-19,SKU005,Fruits,33.27,92,108,0
2025-02-20,SKU005,Fruits,33.31,114,86,1
2025-02-21,SKU005,Fruits,34.15,118,82,0
2025-02-22,SKU005,Fruits,36.27,88,112,0
2025-02-23,SKU005,Fruits,34.49,82,118,0
2025-02-24,SKU005,Fruits,36.03,117,83,0
2025-02-25,SKU005,Fruits,34.99,155,45,1
2025-02-26,SKU005,Fruits,33.76,94,106,0
2025-02-27,SKU005,Fruits,33.6,107,93,0
2025-02-28,SKU005,Fruits,34.09,119,81,0
2025-03-01,SKU005,Fruits,35.48,106,94,0
2025-03-02,SKU005,Fruits,33.32,83,117,0
2025-03-03,SKU005,Fruits,35.4,117,83,0
2025-03-04,SKU005,Fruits,36.19,109,91,0
2025-03-05,SKU005,Fruits,33.37,109,91,0
2025-03-06,SKU005,Fruits,35.36,107,93,0
