Date,SKU,Category,Price,Sales,Stock,Promotion
2025-01-01,SKU007,Dairy,29.37,114,106,0
2025-01-02,SKU007,Dairy,29.05,130,90,0
2025-01-03,SKU007,Dairy,28.85,125,95,0
2025-01-04,SKU007,Dairy,28.73,100,120,0
2025-01-05,SKU007,Dairy,31.42,130,90,0
2025-01-06,SKU007,Dairy,30.27,117,103,0
2025-01-07,SKU007,Dairy,30.84,151,69,1
2025-01-08,SKU007,Dairy,30.39,159,61,1
2025-01-09,SKU007,Dairy,28.79,115,105,0
2025-01-10,SKU007,Dairy,30.27,89,131,0
2025-01-11,SKU007,Dairy,29.25,112,108,0
2025-01-12,SKU007,Dairy,30.38,110,110,0
2025-01-13,SKU007,Dairy,29.35,121,99,1
2025-01-14,SKU007,Dairy,28.77,132,88,1
2025-01-15,SKU007,Dairy,28.74,91,129,0
2025-01-16,SKU007,Dairy,31.39,88,132,0
2025-01-17,SKU007,Dairy,31.46,154,66,1
2025-01-18,SKU007,Dairy,31.09,123,97,0
2025-01-19,SKU007,Dairy,30.36,118,102,0
2025-01-20,SKU007,Dairy,28.96,94,126,0
2025-01-21,SKU007,Dairy,30.74,124,96,1
2025-01-22,SKU007,Dairy,30.0,91,129,0
2025-01-23,SKU007,Dairy,31.1,161,59,1
2025-01-24,SKU007,Dairy,30.54,121,99,0
2025-01-25,SKU007,Dairy,29.63,108,112,0
2025-01-26,SKU007,Dairy,30.96,92,128,0
2025-01-27,SKU007,Dairy,31.27,119,101,0
2025-01-28,SKU007,Dairy,29.86,97,123,0
2025-01-29,SKU007,Dairy,28.7,122,98,0
2025-01-30,SKU007,Dairy,29.23,119,101,0
2025-01-31,SKU007,Dairy,28.92,126,94,0
2025-02-01,SKU007,Dairy,30.29,148,72,1
2025-02-02,SKU007,Dairy,30.29,102,118,0
2025-02-03,SKU007,Dairy,29.97,97,123,0
2025-02-04,SKU007,Dairy,29.45,111,109,0
2025-02-05,SKU007,Dairy,29.36,101,119,0
2025-02-06,SKU007,Dairy,29.55,90,130,0
2025-02-07,SKU007,Dairy,29.28,119,101,0
2025-02-08,SKU007,Dairy,28.59,161,59,1
2025-02-09,SKU007,Dairy,30.62,90,130,0
2025-02-10,SKU007,Dairy,29.32,129,91,0
2025-02-11,SKU007,Dairy,30.35,159,61,1
2025-02-12,SKU007,Dairy,30.0,115,105,0
2025-02-13,SKU007,Dairy,30.94,91,129,0
2025-02-14,SKU007,Dairy,28.59,99,121,0
2025-02-15,SKU007,Dairy,29.21,130,90,0
2025-02-16,SKU007,Dairy,30.62,95,125,0
2025-02-17,SKU007,Dairy,31.1,108,112,0
2025-02-18,SKU007,Dairy,30.48,105,115,0
2025-02-19,SKU007,Dairy,29.85,98,122,0
2025-02-20,SKU007,Dairy,31.28,90,130,0
2025-02-21,SKU007,Dairy,30.4,129,91,0
2025-02-22,SKU007,Dairy,30.14,98,122,0
2025-02-23,SKU007,Dairy,30.12,126,94,0
2025-02-24,SKU007,Dairy,31.28,145,75,1
2025-02-25,SKU007,Dairy,30.95,104,116,0
2025-02-26,SKU007,Dairy,30.15,169,51,1
2025-02-27,SKU007,Dairy,30.35,131,89,1
2025-02-28,SKU007,Dairy,30.14,107,113,0
2025-03-01,SKU007,Dairy,30.06,94,126,0
2025-03-02,SKU007,Dairy,29.65,97,123,0
2025-03-03,SKU007,Dairy,30.44,130,90,1
2025-03-04,SKU007,Dairy,30.2,118,102,0
2025-03-05,SKU007,Dairy,28.95,101,119,0
